"Ticker","Sector","OBS","RET","Volume","AdjClose"
"SP500","Index","2001-05-29",-0.7824599921463,1.026e+09,1267.93005371094
"SP500","Index","2001-05-30",-1.57793565584585,1158600000,1248.07995605469
"SP500","Index","2001-05-31",0.618236765779656,1226600000,1255.81994628906
"SP500","Index","2001-06-01",0.385465762268478,1.015e+09,1260.67004394531
"SP500","Index","2001-06-04",0.509534474100359,836500000,1267.10998535156
"SP500","Index","2001-06-05",1.29065111005646,1116800000,1283.56994628906
"SP500","Index","2001-06-06",-1.06046710619649,1061900000,1270.03002929688
"SP500","Index","2001-06-07",0.544167724872313,1089600000,1276.9599609375
"SP500","Index","2001-06-08",-0.944175230957089,726200000,1264.9599609375
"SP500","Index","2001-06-11",-0.839105992456712,870100000,1254.39001464844
"SP500","Index","2001-06-12",0.116320440100992,1136500000,1255.84997558594
"SP500","Index","2001-06-13",-1.14117639387734,1063600000,1241.59997558594
"SP500","Index","2001-06-14",-1.76565590956859,1242900000,1219.86999511719
"SP500","Index","2001-06-15",-0.452711471008271,1635550000,1214.35998535156
"SP500","Index","2001-06-18",-0.489513609208725,1111600000,1208.43005371094
"SP500","Index","2001-06-19",0.342824390766072,1184900000,1212.57995605469
"SP500","Index","2001-06-20",0.867104994474399,1350100000,1223.14001464844
"SP500","Index","2001-06-21",1.13001260244534,1546820000,1237.0400390625
"SP500","Index","2001-06-22",-0.949496321273546,1189200000,1225.34997558594
"SP500","Index","2001-06-25",-0.552385875195682,1050100000,1218.59997558594
"SP500","Index","2001-06-26",-0.151104245899703,1198900000,1216.76000976562
"SP500","Index","2001-06-27",-0.468737432012212,1162100000,1211.06994628906
"SP500","Index","2001-06-28",1.24156945071432,1327300000,1226.19995117188
"SP500","Index","2001-06-29",-0.148531911326444,1832360000,1224.38000488281
"SP500","Index","2001-07-02",1.00280926042684,1128300000,1236.71997070312
"SP500","Index","2001-07-03",-0.183720281608934,622110000,1234.44995117188
"SP500","Index","2001-07-05",-1.23977813992671,934900000,1219.23999023438
"SP500","Index","2001-07-06",-2.37787519342154,1056700000,1190.58996582031
"SP500","Index","2001-07-09",0.685544354289824,1045700000,1198.78002929688
"SP500","Index","2001-07-10",-1.45026357435629,1263800000,1181.52001953125
